City,Price,Beds,Baths,Size,Address,Acres,Description,Agent,Latitude,Longitude,Source
Knightdale,"$507,125",This,2,"1,878","520 Lemon Daisy Ln, Knightdale, NC 27545",N/A,"This very popular Sophie plan is a true ranch with amazing flow. These 3 bedrooms home also has a flex/study tucked away for a quiet office or craft room. Go from morning coffee on your screened patio to breakfast in the open dining space. The open foyer draws you into the home & open floor plan,","Chris Fikany DR Horton-Terramor Homes, LLC",35.820748,-78.463989,Google
Morrisville,"$520,000",Welcome,2,"1,332","116 Kudrow Ln, Morrisville, NC 27560",N/A,"Welcome to easy living at 116 Kudrow, a three-bedroom home nestled in the heart of Morrisville, NC! This delightful ranch-style home beautifully combines comfort and style, offering convenient access to the greenway that leads to Lake Crabtree and Umstead Park, as well as Morrisville Park, which",Laura Garcia Movil Realty,35.81857882388808,-78.83542880555981,Nominatim
Morrisville,"$525,000",4,2,Investors,"4503 Hopson Rd, Morrisville, NC 27560",0.69,"Investors and developers! Own a lot in the heart of the Triangle! This rare opportunity is represented by a spacious 0.692 acres + 1782 sqft home in a mixed-use neighborhood in NW Morrisville/S Durham, just outside of the 540 beltline and a short drive from many corporate campuses. Keep it as a",Todd Warner Navigate Realty,35.877996,-78.85990575,Nominatim
Morrisville,"$525,000",4,1,Investors,"4511 Hopson Rd, Morrisville, NC 27560",0.69,"Investors and developers! Own a lot in the heart of the Triangle! This rare opportunity is represented by a spacious 0.692 acres + 1631 sqft home in a mixed-use neighborhood in NW Morrisville/S Durham, just outside of the 540 beltline and a short drive from many corporate campuses. Keep it as a",Todd Warner Navigate Realty,35.87814095,-78.85942810349738,Nominatim
Raleigh,"$375,000",Gorgeous,2,"1,822","4417 Leota Dr, Raleigh, NC 27603",0.4,"Gorgeous brick ranch home located in the shadow of downtown Raleigh! Easy, single-level living with 3 bedrooms, 2 baths, formal dining as well as an eat-in kitchen. You will love the spacious laundry room with additional cabinetry, folding counter and a closet! Other special features include the Lindy Mauney EXP Realty LLC",(984) 334-2747,35.7156662,-78.6428923,Google
Raleigh,"$385,000",Stunning,2.5,"2,118","3220 MacKinac Island Ln, Raleigh, NC 27610",N/A,"Stunning home! Single-owner property meticulously maintained. Features an open floor plan, perfect for entertaining. Includes all appliances (Washer, Dryer, and Stainless Steel Refrigerator). Boasts four bedrooms, two and a half baths, ample storage, and spacious closets. Newly installed roof. The Johnnyette Taylor Johnnyette Taylor Realty",(919) 666-2831,35.737240199483054,-78.53349301447024,Nominatim
Raleigh,"$529,000",Beautiful,2,"1,210","4000 Cardigan Place, Raleigh, NC 27609",0.25,"Beautiful Cape Cod that features 4 bedrooms and 2 full baths. Right off Ramblewood, you are walking distance to North Hill. New roof, refinished hardwood floors and paint are some of the recent updates. Jason Pittman Ammons Pittman Property Manage",(984) 276-2803,35.833973400000005,-78.64314887804733,Nominatim
Raleigh,"$500,000",Nestled,3,"2,055","5804 Dumfries Dr, Raleigh, NC 27609",0.29,"Nestled in North Raleigh, this three-bedroom house combines convenience with comfort, making it the perfect place for your next chapter. Step inside and be greeted by the freshly painted interior. The open kitchen flows seamlessly into the family room, creating an inviting space for both everyday Susan Doninger Greer Allen Tate/Raleigh-Glenwood",(984) 224-7430,35.86249558324501,-78.61347752921807,Nominatim
Raleigh,"$419,900",4,3,"1,904","3208 Tradewind Ct, Raleigh, NC 27610",N/A,"Gorgeous Cul-De-Sac home with Basement, in ground pool & ADU/Pool House. Features an open floor plan and upgrades galore including a beautiful designer inspired kitchen with shaker cabinets, granite countertops, glass tile backsplash & Stainless Steel appliances. Beautiful wide plank laminate Stephanie Anson Northside Realty Inc.",(984) 529-7518,35.7378872,-78.6171453,Google
Raleigh,"$475,000",Welcome,2,"1,817","8204 Ashwood Dr, Raleigh, NC 27603",1.13,"Welcome Home to Nottingham Forest! This meticulously maintained, brick ranch sits on a private corner lot, offering 1.13 acres of peaceful surroundings and over 1800 square feet of comfortable living space. Step inside to find spacious bedrooms, perfect for relaxation and retreat. The Jon McBride Howard Perry & Walston Realtor",(855) 604-9646,35.6490533,-78.6329805,Google
Raleigh,"$325,000",Nice,2,"1,960","1224 Greenbranch Ln, Raleigh, NC 27603",0.69,Nice Four Bedroom Home Located on Large .69 Acres in Southern Wake County/ This Home Has Only Had One Owner/ Split Bedroom Plan/ Large Center Island in Kitchen/ Level Flooring.This Home Is a Manufactured Home on a Permanent Foundation/ Construction Quality Can Be Superior to Stick Built Housing Rick Fleming Fonville Morisey/Triangle East,(984) 283-5068,35.6235089,-78.6519629,Google
Raleigh,"$399,900","Warm,",2.5,"1,711","2004 Valley Ridge Ct, Raleigh, NC 27603",1.22,"Warm, welcoming, and chock full of charm, this lovingly maintained farmhouse style home is a true vacation from the hustle and bustle of everyday life. Boasting a comfortable floor plan with an ideally layed out main living area, 3 amply-sized bedrooms, and 2.5 bathrooms, this beautiful home is Johnny Chappell Compass -- Raleigh",(984) 310-2970,35.8734153,-78.6016764,Nominatim
Raleigh,"$415,000",3,2.5,"1,761","10605 Dolphin Place, Raleigh, NC 27603",0.76,"This beautiful ranch style home sits on a .72 acre cul-de-sac lot. The kitchen has tons of cabinet space, A dining area with room for a table to seat 8 comfortably opens to a family room with a masonry fireplace. Stainless steel appliances and a built in microwave, Hardwoods throughout, Large","Susie Kless Weichert, Realtors-Mark Thomas",35.6315581,-78.70305239999999,Google
Raleigh,"$406,900",4,2.5,"2,213","4700 Lord Nelson Dr, Raleigh, NC 27610",0.86,"Welcome to 4700 Lord Nelson Drive located in the highly desirable Kings Grant community. This wonderful 2 story home is situated on almost an acre of private, wooded land. This home has been meticulously maintained and the seller spared no expense of time, money and energy to prepare it for",Charlie Jaeckels Redfin Corporation,35.7314764,-78.456842,Google
Raleigh,"$433,000",4,This,"1,991","3328 Neuse Crossing Dr, Raleigh, NC 27616",N/A,"This Southern Charmer is one that will tick all the boxes! Easy access to 540 and a short drive the WRAL Soccer Fields, you also have direct access to the Greenway. New roof just completed, newly refinished. hardwood floors throughout main level, new carpet and tile. Primary bath updated in 2024",Meredith Gilley Carolina Collective Realty,35.874705182420286,-78.52243277849905,Nominatim
Raleigh,"$549,000",Beautiful,2,"2,401","106 N Trail Dr, Raleigh, NC 27615",0.25,"Beautiful home in the heart of midtown Raleigh. Minutes to I-440, I-540, North Hills, Crabtree Mall. Within 20 minutes of just about everything else including RDU Airport, Brier Creek, Cary, Durham, and Chapel Hill. This gem of a home features a unique floor plan, fenced-in yard, 4 bedrooms - one","Diogenes Ruiz Umstead Realty, LLC",35.866998165800844,-78.63708844052825,Nominatim
Raleigh,"$406,000",3,Welcome,"1,511","5300 Old Forge Cir, Raleigh, NC 27609",0.27,"Welcome to your dream home! Step inside to a soothing neutral color paint scheme that enhances the cozy ambiance of the fireplace. The primary bathroom is a sanctuary, featuring double sinks for convenience. Outside, you'll find a spacious deck perfect for entertaining, overlooking a fenced-in",Thomas Shoupe Opendoor Brokerage LLC,35.86182078914233,-78.61606483659887,Nominatim
Raleigh,"$421,000",3,2,"1,465","6513 Wooden Shoe Ln, Raleigh, NC 27613",0.29,"Welcome to this inviting home that boasts a host of desirable features. The living room is centered around a cozy fireplace, setting the tone for the neutral color paint scheme that flows throughout the house. The kitchen is a chef's dream, equipped with all stainless steel appliances, and an",Thomas Shoupe Opendoor Brokerage LLC,35.86805118312928,-78.70695921975513,Nominatim
Raleigh,"$465,000",3,2.5,"2,141","7408 Deer Track Dr, Raleigh, NC 27613",0.41,"Back on the market through no fault of the seller! Amazing opportunity to personalize this darling house in an awesome neighborhood on a lovely lot! Renovated kitchen with stainless steel appliances, granite countertops, and breakfast area. Huge family room with adjoining sunroom addition that",Meredith Pope Inhabit Real Estate,35.87936167968386,-78.68532226137826,Nominatim
Raleigh,"$425,000",3,2,"1,436","5712 Wintergreen Dr, Raleigh, NC 27609",0.29,"Don't miss out on this charming Midtown ranch in the sought after Northclift! Minutes away from Optimist park, Shelley Lake, and and all the dinning and shopping that North Hills has to offer. Brand new luxury vinyl floors, brick fire place, and great floor plan to make for a perfect home. Walk",Jodi Duan Keller Williams South Park,35.86022121792124,-78.6512047461844,Nominatim
Raleigh,"$530,000",3,Welcome,"1,996","6310 Brandywine Rd, Raleigh, NC 27607",0.54,"Welcome to this charming property, boasting a neutral color paint scheme that enhances its timeless appeal. The kitchen is a chef's dream with all stainless steel appliances, an accent backsplash. The primary bathroom is a sanctuary of relaxation, featuring double sinks for your convenience. The",Thomas Shoupe Opendoor Brokerage LLC,35.8031711,-78.7477758,Google
Raleigh,"$449,900",Come,2.5,"1,962","3205 Julian Dr, Raleigh, NC 27604",0.26,"Come home to a renovated, well taken care of split-level home that is located close to everything, but still offers privacy with mature trees and fenced in backyard. Hardwoods throughout the main floor, and upstairs in the bedrooms. Refrigerator, shelving units downstairs, and the washer",David Daniel Relevate Real Estate Inc.,35.8261769,-78.60264754351459,Nominatim
Raleigh,"$485,000",Welcome,2.5,"1,898","5915 Eaglesfield Dr, Raleigh, NC 27613",N/A,"Welcome to your dream home in the desirable Harrington Grove subdivision! This stunning two-story residence features 3 bedrooms and 2.5baths, offering ample space and modern amenities. Step into the inviting two-story foyer, where a cozy sitting area and an abundance of natural light create a warm",Jennifer Reycroft DASH Carolina,35.92696725930681,-78.74800672565044,Nominatim
Raleigh,"$465,000",Welcome,2.5,"2,703","1401 Kabanek Dr, Raleigh, NC 27603",0.46,"Welcome to this beautifully renovated 4-bedroom, 2.5-bath home in one of Raleigh's most desirable neighborhoods! The spacious, light-filled living room with soaring ceilings creates an inviting atmosphere, perfect for entertaining or relaxing. Enjoy your mornings on the screened porch or sunroom,","John Mejia Fernandez Winland Group, LLC",35.6631125,-78.6795836,Google
Raleigh,"$425,000",3,2.5,"1,672","8605 Yucca Trail, Raleigh, NC 27615",N/A,"Welcome to 8605 Yucca Trail, a beautifully updated home in the heart of Raleigh, offering turnkey, move-in-ready convenience. Inside, you'll be greeted by a spacious living room with a cozy fireplace, perfect for warm, relaxing evenings. The living room opens to a deck overlooking the backyard,",Ginger Vereen Keller Williams Preferred Realty,35.895747142270125,-78.59009586374643,Nominatim
Raleigh,"$449,000",Adorable,2,"1,632","7916 Hilburn Dr, Raleigh, NC 27613",0.28,Adorable cape cod nestled in the trees. Three bedrooms and two full baths all on one floor for easy living. Walk up attic provides more than ample storage space. Updated kitchen with stainless appliances and quartz countertops. Fabulous windows looking out over the backyard. Huge deck across,"Laurie Jahnke Peak, Swirles & Cavallito",35.881739390620176,-78.71630480532878,Nominatim
Raleigh,"$450,000","1,500sf",2,"1,491","5604 Groomsbridge Ct, Raleigh, NC 27612",0.45,"1,500sf Midtown Ranch; Features 3 bedrooms, 2 full bathrooms and a large two car garage on quiet cul-de-sac; Living Room features cathedral ceiling and beautiful stone fireplace with gas logs; Home has a large deck,(12x27) screened in porch, (12x16), and an additional deck ready for a hot tub;",John Davison Keller Williams Legacy,35.856112499999995,-78.66751331259046,Nominatim
Raleigh,"$430,000",3,2.5,"1,964","2300 Trailwood Hills Dr, Raleigh, NC 27603",N/A,Calling ALL INVESTORS!! This single family home is a GEM of a rental. It has NEVER experienced a vacancy period since it became a rental decades ago!! Close to NC State University. This CORNER LOT home is located in the ever SO popular TRAILWOOD HILLS and is very well maintained. Only one owner!!,"Paige Rogalski Fathom Realty NC, LLC",35.74983125,-78.68556263975326,Nominatim
Raleigh,"$449,900",4,2.5,"2,314","1905 Garden City Ct, Raleigh, NC 27604",0.27,Spacious home located on a cul-de-sac in the desirable golf course community of Hedingham. The home features 9ft ceilings and an open floor plan that is ideal for entertaining. First floor hardwood floors and large windows invite the sun in to this bright and cheerful home. Meticulously maintained,Kristen Neal Nest Realty of the Triangle,35.806811714285715,-78.54870232653062,Nominatim
Raleigh,"$425,000",4,2,"1,633","5601 Buffaloe Rd, Raleigh, NC 27616",1.05,"Updated Cape Cod on over 1 acre in ideal location in Raleigh. Minutes to Downtown & North Hills. No city of Raleigh taxes and No HOA. Easy Commute located between 540 & 440. Recent remodel by previous owners, limited use since updates. Beautiful hardwood floors, quartz countertops, custom tile","Shaun Smith Society Real Estate, LLC",35.8334862,-78.5579914,Nominatim
Raleigh,"$425,000",Welcome,2.5,"1,991","4038 Landover Ln, Raleigh, NC 27616",N/A,"Welcome to your dream home nestled in the sought-after Landover neighborhood of Raleigh! This 4-bedroom, 2.5-bath craftsman-style beauty is brimming with thoughtful upgrades, making it better than new. As you approach, you'll be greeted by an inviting covered front porch, perfect for enjoying a",Marti Hampton EXP Realty LLC,35.85409958583863,-78.52270260672469,Nominatim
Raleigh,"$439,500",This,1,859,"1716 Bennett St, Raleigh, NC 27604",N/A,"This charming 2-bedroom, 1-bathroom home invites you to experience a peaceful retreat near the city. A spacious lot, a rarity for downtown areas, provides a serene outdoor space for gardening, entertaining, or simply enjoying the sunshine. Inside, discover a cozy and inviting living space that's",Autumn DuBois DuBois Property Group,35.79701283283972,-78.61776567616245,Nominatim
Raleigh,"$415,000",Experience,2.5,"1,919","8813 Carolina Marlin Ct, Raleigh, NC 27603",0.51,"Experience the feel of country living in the Crest of Carolina subdivision in Raleigh! This beautifully updated 3-bedroom, 2.5-bathroom home is perfectly set on 0.51 acres of serene land. It features new carpet throughout and a freshly painted interior in neutral tones. It is move-in ready and full",Dana Reine Coldwell Banker Advantage,35.63974779999999,-78.64271719999999,Google
Raleigh,"$436,500",3,2.5,"2,850","12724 Little Creek Dr, Raleigh, NC 27603",0.71,"Nestled amongst the pines sits a unique ranch property on almost one partially wooded acre complete with finished basement and all the charm and privacy you could ask for alongside convenience to I-40, Hwy 50 and the new 540 interchange. Enjoy multiple living spaces full of natural light, 3",Anna Powell EXP Realty LLC,35.6028534,-78.653474,Google
Raleigh,"$419,900",3,2,"1,477","6909 Brecken Ridge Ave, Raleigh, NC 27615",0.5,"Great ranch-style home in amazing North Raleigh location between Falls of Neuse and Six Forks Rd! The large, flat, private, fenced-in backyard with fire-pit and multiple decks is the perfect retreat for entertaining or for just relaxing after a long day. Inside, this home has real hardwood floors",Matt Perry Keller Williams Elite Realty,35.87417552417709,-78.63614621219061,Nominatim
Raleigh,"$435,000",Discover,2.5,"2,977","6590 Guard Hill Dr, Raleigh, NC 27610",N/A,"Discover your perfect home in Raleigh! This charming 4-bedroom, 2.5-bathroom residence features a large pantry, ideal for all your storage needs. Oversize living room and family room. The open-concept living area is perfect for entertaining, downstairs and on the second floor huge loft. Oversize",Luisa Castillo Sisters Realty NC,35.73865340545059,-78.53008387633629,Nominatim
Raleigh,"$407,500",3,2.5,"2,219","1404 Harvey Johnson Rd, Raleigh, NC 27603",0.46,Welcome to the most quiet neighborhood! This home has an amazing private sunroom that is heated and cooled so you can sit back and sip your coffee in comfort. The home has nearly half an acre with lots of privacy. The large bonus room offers an area that can be utilized in many ways including a,Leslie Ward Raleigh Realty Inc.,35.6286092,-78.6563915,Google
Raleigh,"$363,000",Welcome,2.5,"2,108","5401 Neuse View Dr, Raleigh, NC 27610",N/A,"Welcome to your future home! This property boasts a cozy fireplace, perfect for those chilly evenings. The walls are adorned with a tasteful neutral color paint scheme, providing a calming ambiance throughout. The primary bedroom boasts a spacious walk-in closet. The primary bathroom is a haven of",Thomas Shoupe Opendoor Brokerage LLC,35.775622,-78.543462,Nominatim
Raleigh,"$260,000",Fantastic,1,"1,188","2001 Southgate Dr, Raleigh, NC 27610",0.3,"Fantastic investment opportunity or starter home in Southgate! This 3 bedroom, 1 bathroom ranch style home has a cozy living room that opens up to the gigantic kitchen that has updated stainless steel appliances and vinyl flooring. Natural light is no issue thanks to the wonderful skylights in the",Lisa Southern Compass -- Raleigh,35.75196016321414,-78.60944199683658,Nominatim
Raleigh,"$380,000",3,2.5,"2,186","5325 Trestlewood Ln, Raleigh, NC 27610",0.43,"Cozy 3 bdrm, 2.5 bth, situated only a short distance from downtown Raleigh. Includes a 1 car garage, added sunroom and above ground pool (see city of Raleigh for permits). New carpet throughout 2024.",Grant Wiest Keller Williams Realty,35.75584382152599,-78.55137221185299,Nominatim
Raleigh,"$436,364",N/A,N/A,N/A,"1112 Armsleigh Ct, Raleigh, NC 27603",0.55,"Discover the perfect canvas for your dream home with this beautiful flat lot, ideally situated in an established neighborhood. Enjoy the convenience of being just minutes away from shopping and easy access to the highway. Embrace the opportunity to create your ideal living space in a location that",Jesse Maynard Navigate Realty,35.661651,-78.668491,Google
Raleigh,"$375,000",3,2.5,"1,751","6005 Dedmon Place, Raleigh, NC 27616",0.37,"Welcome to your dream home! This residence offers a seamless living experience, with a beautifully crafted interior featuring a calming neutral color scheme. Cozy up by the fireplace on wintery evenings for an inviting atmosphere. The kitchen is equipped with a convenient island for meal prep and",Thomas Shoupe Opendoor Brokerage LLC,35.860775813369884,-78.55422126273972,Nominatim
Raleigh,"$397,900",Discover,2.5,"9,583","808 Penncross Dr, Raleigh, NC 27610",N/A,"Discover your dream home in Waterford Landing! This stunning 4-bedroom, 2.5-bathroom, features hardwood floors in the foyer and dining area, along with beautiful cherry oak cabinets in the kitchen. The primary bathroom offers a luxurious garden tub and separate shower, perfect for relaxation. Don't",Maxine Nelson TylerRam Real Estate,35.78482297366184,-78.54358425143641,Nominatim
Raleigh,"$397,900",Discover,2.5,"1,924","808 Penncross Dr, Raleigh, NC 27610",N/A,"Discover your dream home in Waterford Landing! This stunning 4-bedroom, 2.5-bathroom, features hardwood floors in the foyer and dining area, along with beautiful cherry oak cabinets in the kitchen. The primary bathroom offers a luxurious garden tub and separate shower, perfect for relaxation. Don't",Maxine Nelson TylerRam Real Estate,35.78482297366184,-78.54358425143641,Nominatim
Rolesville,"$495,000",4,3,"2,563","316 Staples Dr, Rolesville, NC 27571",0.35,"Charming Home Awaits at 316 Staples Dr in Rolesville! Discover the perfect blend of comfort and style! This meticulously maintained home is designed for modern living and is ideally located in the heart of Rolesville, offering easy access to the growing local amenities and small-town charm. Located Linda Craft Linda Craft Team, REALTORS",(984) 370-6860,35.9124831766242,-78.46889509657787,Nominatim
Rolesville,"$470,000",4,3.5,"2,848","457 Barnard Castle Ct, Rolesville, NC 27571",0.26,"Welcome to this stunning single-family home, perfectly situated on an elevated lot in a peaceful cul-de-sac within the highly desirable Villages at Rolesville subdivision. Upon entering, you're greeted by a formal living room that flows seamlessly into the formal dining area, ideal for hosting. The",Bobby Taboada Redfin Corporation,35.90477082631497,-78.46953042068787,Nominatim
Rolesville,"$505,000",3,2.5,"1,728","309 Staples Dr, Rolesville, NC 27571",0.38,"Welcome home to 309 Staples Drive in in the heart of Rolesville. Enjoy small-town living, with shopping, restaurants, coffee shops, gyms, schools and more right around the corner. This lovely home is situated on a corner lot with fenced backyard in the desirable Wall Creek neighborhood. The",Nancy Cashwell Howard Perry & Walston Realtor,35.913198,-78.469781,Nominatim
Rolesville,"$485,000",PRICE,2.5,"2,814","515 Littleport Dr, Rolesville, NC 27571",N/A,"PRICE ADJUSTMENT! Immaculate & move in ready 5 bedroom home in popular Village at Rolesville. Hardwoods throughout most of 1st floor, including new hardwoods in foyer. Newer carpet. Fresh paint. New ceiling fans. Spacious family room features gas log fp. Bright & open kitchen offers stainless steel",David Wilson Carolina's Choice Real Estate,35.910935731580025,-78.46691897287857,Nominatim
Rolesville,"$473,490",Welcome,2.5,"2,565","6420 Alfalfa Ln, Rolesville, NC 27571",N/A,"Welcome Home to the Winston Floorplan at Prestleigh! The Winston plan offers 4 total bedrooms to include 1st floor primary suite, with optional, secondary primary suite with full bathroom on 2nd floor ILO Bonus Room. When you walk through the front door and step into the dining room, the natural","Gina Wright DR Horton-Terramor Homes, LLC",35.948821,-78.46013599999999,Google
Rolesville,"$466,490",The,3,"2,511","6416 Alfalfa Ln, Rolesville, NC 27571",N/A,"The Hayden is a two-story plan with 5 bedrooms and 3 bathrooms. The main level features a flex room adjacent to the foyer, ideal for a formal dining room or home office. The kitchen offers an island for extra seating, a large pantry, and it opens to the dining area and spacious family room.","Ahmad Noura DR Horton-Terramor Homes, LLC",35.948807,-78.46030499999999,Google
Rolesville,"$509,160",4,3.5,"2,457","317 Kavanaugh Rd, Wake Forest, NC 27587",0.29,This Home has not been built yet. Please see onsite agent at 109 Kavanaugh Rd for information. Owners suite on the first floor 3 bdrm on and bonus on second floor. Huge Island Gas range and so much more.,Dawson Kingsley Coldwell Banker Advantage NH,35.9579253,-78.460607,Nominatim
Rolesville,"$472,490",Welcome,3.5,"2,565","401 Shorthorn Dr, Averette Farms, NC 27587",N/A,"Welcome Home to the Dual Primary Bedroom, Winston Floorplan at Prestleigh! The Winston plan offers 4 total bedrooms to include 1st floor primary suite, with optional, secondary primary suite with full bathroom on 2nd floor ILO Bonus Room. When you walk through the front door and step into the","Gina Wright DR Horton-Terramor Homes, LLC",35.94880800000001,-78.46086,Google
Rolesville,"$499,125",Est.,3,"2,472","2209 Birdhouse Ln Unit 438, Wake Forest, NC 27587",N/A,"Est. Jan '25 move in - Award winning Mayflower III floorplan in Austin Creek neighborhood. Featuring 4 bedrooms (including 1st floor guest suite), 3 full baths, formal dining, study, loft , screen porch, gourmet kitchen with quartz countertops and 42 inch cabinets, large kitchen island, full oak",Rj Wiley Lennar Carolinas LLC,35.956487,-78.46786580000001,Google
Rolesville,"$549,999",5,4,"2,823","224 Kavanaugh Rd, Wake Forest, NC 27613",0.36,"Welcome to this stunning two story in the desirable Elizabeth Springs community of Wake Forest. Enter inside to be greeted by gleaming LVP flooring, an abundance of natural light and tons of living space in the open concept floor plan. The gourmet kitchen features granite countertops, white",Charlie Jaeckels Redfin Corporation,35.9579253,-78.460607,Nominatim
Rolesville,"$447,000",5,3.5,"2,719","429 Barnard Castle Ct, Rolesville, NC 27571",N/A,"Welcome to this stunning sanctuary where elegance meets modern luxury. Inside, you'll find a neutral color palette that enhances the naturally illuminated interiors. The kitchen steals the spotlight with its accent backsplash, modern island, and gleaming stainless steel appliances making cooking a",Thomas Shoupe Opendoor Brokerage LLC,35.904112599216646,-78.4698139092096,Nominatim
Rolesville,"$544,900",4,3.5,"3,054","1135 Ambrose Dr, Rolesville, NC 27571",0.29,"Custom built home in the prestigious Heritage community with tons of builder upgrades, including beautiful natural hardwood floors, 9ft ceiling on the first floor, stone fireplace with built-in shelves, a modern chef's kitchen upgraded with double oven and a massive kitchen island, glass door",Lily Yu Mark Spain Real Estate,35.931103,-78.4763209,Nominatim
Rolesville,"$440,490",This,2.5,"2,340","6424 Alfalfa Ln, Rolesville, NC 27571",N/A,"This spacious four bedroom home sits in our new Prestleigh Reserve community, just minutes from Wake Forest and 401.This home includes beautiful white cabinets in your open kitchen featuring a large granite island and walk-in pantry. The spacious primary bedroom and en-suite provide a relaxing","Gina Wright DR Horton-Terramor Homes, LLC",35.948834,-78.459968,Google
Rolesville,"$425,490",4,2,"1,764","6341 Alfalfa Ln, Wake Forest, NC 27587",N/A,Welcome Home to the Cali Floorplan at Prestleigh! The Cali offers a beautiful and functional ranch design with a spacious family room that expands to a sizeable dining area. The large kitchen is the highlight of this home with plenty of room for everyone to gather around the generously sized,"Gina Wright DR Horton-Terramor Homes, LLC",35.9487949,-78.46190399999999,Google
Rolesville,"$447,490",Welcome,2.5,"2,340","405 Shorthorn Dr, Averette Farms, NC 27587",N/A,Welcome Home to the Galen Floorplan at Prestleigh! The Galen plan is sure to please with the openness you desire featuring 3 to 4 bedrooms and 2.5 Bathrooms. The main level features a chef-inspired kitchen with an oversized island and spacious walk-in pantry. The kitchen opens overlooking the,"Gina Wright DR Horton-Terramor Homes, LLC",35.948671,-78.46076099999999,Google
Rolesville,"$511,145",4,This,"2,457","321 Kavanaugh Rd, Wake Forest, NC 27587",0.31,This lovely 4 bdrm 3 bath home has an open floor plan and a kitchen island that will blow you away. Guest suite down and owners suite on the second floor with a huge rec room. This home will not last long. Has not started construction yet so plenty of time to personalize it to your own,Dawson Kingsley Coldwell Banker Advantage NH,35.9579253,-78.460607,Nominatim
Rolesville,"$427,490",4,2,"1,764","400 Shorthorn Dr, Averette Farms, NC 27587",N/A,Welcome Home to the Cali Floorplan at Prestleigh! The Cali offers a beautiful and functional ranch design with a spacious family room that expands to a sizeable dining area. The large kitchen is the highlight of this home with plenty of room for everyone to gather around the generously sized,"Ahmad Noura DR Horton-Terramor Homes, LLC",35.948517,-78.46143699999999,Google
Rolesville,"$460,630",Welcome,2.5,"2,565","433 Shorthorn Dr, Averette Farms, NC 27587",N/A,"Welcome Home to the Winston Floorplan at Prestleigh! The Winston plan offers 4 total bedrooms to include 1st floor primary suite, with optional, secondary primary suite with full bathroom on 2nd floor ILO Bonus Room. When you walk through the front door and step into the dining room, the natural","Gina Wright DR Horton-Terramor Homes, LLC",35.947771,-78.460571,Google
Rolesville,"$439,490",This,2.5,"2,340","417 Shorthorn Dr, Averette Farms, NC 27587",N/A,"This spacious four bedroom home sits in our new Prestleigh Reserve community, just minutes from Wake Forest and 401.This home includes beautiful white cabinets in your open kitchen featuring a large granite island and walk-in pantry. The spacious primary bedroom and en-suite provide a relaxing","Gina Wright DR Horton-Terramor Homes, LLC",35.948216,-78.460678,Google
Rolesville,"$441,490",This,2.5,"2,340","6344 Alfalfa Ln, Wake Forest, NC 27587",N/A,"This spacious four bedroom home sits in our new Prestleigh Reserve community, just minutes from Wake Forest and 401.This home includes beautiful white cabinets in your open kitchen featuring a large granite island and walk-in pantry. The spacious primary bedroom and en-suite provide a relaxing","Ahmad Noura DR Horton-Terramor Homes, LLC",35.9485725,-78.46215959999999,Google
Rolesville,"$455,701",3,MOVE,"2,338","805 Emmer St, Wake Forest, NC 27587",N/A,"MOVE IN READY! This bright and airy, two-story home with rear wood deck features an open floor plan with 9ft Ceilings. Kitchen includes large island. The modern kitchen showcases Whirlpool(r) stainless steel appliances with Refrigerator. All baths include Silestone Quartz countertops with",L. Calvin Ramsey Ramsey Realtors Team Inc,35.945815,-78.464221,Google
Wake-forest,"$539,000",4,3,"2,838","1125 Copper Beech Ln, Wake Forest, NC 27587",N/A,"Welcome to 1125 Copper Beech Lane in Wake Forest! This almost new home offers a spacious and inviting open concept layout, perfect for entertaining. The kitchen features beautiful quartz countertops and a large pantry with wood shelves, ideal for all your culinary needs. Enjoy the convenience of a Daniel Virag Keller Williams Realty",(984) 315-6186,35.9751285,-78.4701731,Nominatim
Wake-forest,"$435,000",5,3,"2,057","1210 Ventura Springs Ct, Wake Forest, NC 27587",N/A,"Welcome to this charming ranch-style home, an ideal retreat for those seeking single-level living. Step inside to a bright, open floor plan that flows seamlessly from room to room. The spacious living area has large windows, wood burning fireplace. The kitchen was tastefully remodeled in 2021, has Evgenia Gavryuchkov Keller Williams Legacy",(984) 384-6639,35.962333,-78.5199825,Nominatim
Wake-forest,"$394,500",Welcome,2,"2,191","724 E Nelson Ave, Wake Forest, NC 27587",0.25,"Welcome to your new dream home at 724 E. Nelson Avenue in the heart of downtown Wake Forest! This beautifully renovated 4-bedroom, 2-bathroom gem blends modern convenience with charming character, making it the perfect place to create lasting memories. A bright and airy open ranch floorplan offers Carrie Hennessey TRUE SOUTH REAL ESTATE LLC",(919) 372-0943,35.98022341509714,-78.499530686813,Nominatim
Wake-forest,"$499,900",4,2.5,"2,792","900 Clatter Ave, Wake Forest, NC 27587",0.29,"Welcome home to 900 Clatter Ave! This brick front home sits on a corner lot in the highly sought after Crenshaw Plantation neighborhood. With a fenced in yard, patio with built in fire pit, large deck and walking distance to all neighborhood amenities this home will make all of your summer activity Andrea Cummings Property Specific, LLC",(919) 213-7328,35.974157,-78.546111,Nominatim
